 energy shell parameters
             Nshells                80
              kstart      43.770000000
                kend    1660.000000000
               Npmax                20
 isotropic coordinates
    i    j                 x                 y                 z
   62   36   0.100617175E+04  -0.558858511E+03  -0.586430629E+03
   62   37   0.322199107E+03  -0.684229737E+03  -0.104719755E+04
   62   38  -0.369486630E+03  -0.113111585E+04  -0.502654825E+03
   62   39   0.384539958E+02  -0.126647587E+04   0.251327412E+03
   62   40   0.888657638E+03  -0.913798667E+03   0.209439510E+03
   63    1  -0.498662146E+03   0.312427605E+03  -0.117286126E+04
   63    2  -0.107406234E+04   0.561788829E+03  -0.502654825E+03
   63    3  -0.629979719E+03   0.115032579E+04   0.418879020E+02
   63    4   0.280261048E+03   0.126470048E+04  -0.209439510E+03
   63    5   0.374623426E+03   0.755571487E+03  -0.100530965E+04
   63    6   0.103915459E+04   0.928813166E+02  -0.795870139E+03
   63    7   0.626104603E+03  -0.745717450E+03  -0.879645943E+03
   63    8  -0.404517413E+03  -0.610030337E+03  -0.108908545E+04
   63    9  -0.821979428E+03  -0.933149859E+03  -0.418879020E+03
   63   10  -0.129424334E+04  -0.212268802E+03  -0.418879020E+02
   63   11  -0.101776218E+04  -0.229410850E+03   0.795870139E+03
   63   12  -0.626104603E+03   0.745717450E+03   0.879645943E+03
   63   13   0.404517413E+03   0.610030337E+03   0.108908545E+04
   63   14   0.824662569E+03   0.930779505E+03   0.418879020E+03
   63   15   0.129424334E+04   0.212268802E+03   0.418879020E+02
   63   16   0.105427459E+04  -0.598098398E+03   0.502654825E+03
   63   17   0.629484485E+03  -0.115059687E+04  -0.418879020E+02
   63   18  -0.280261048E+03  -0.126470048E+04   0.209439510E+03
   63   19  -0.391720232E+03  -0.746850884E+03   0.100530965E+04
   63   20   0.433701732E+03  -0.397715668E+03   0.117286126E+04
   63   21  -0.498662146E+03  -0.312427605E+03   0.117286126E+04
   63   22  -0.107406234E+04  -0.561788829E+03   0.502654825E+03
   63   23  -0.629979719E+03  -0.115032579E+04  -0.418879020E+02
   63   24   0.280261048E+03  -0.126470048E+04   0.209439510E+03
   63   25   0.374623426E+03  -0.755571487E+03   0.100530965E+04
   63   26   0.103915459E+04  -0.928813166E+02   0.795870139E+03
   63   27   0.626104603E+03   0.745717450E+03   0.879645943E+03
   63   28  -0.404517413E+03   0.610030337E+03   0.108908545E+04
   63   29  -0.821979428E+03   0.933149859E+03   0.418879020E+03
   63   30  -0.129424334E+04   0.212268802E+03   0.418879020E+02
   63   31  -0.101776218E+04   0.229410850E+03  -0.795870139E+03
   63   32  -0.626104603E+03  -0.745717450E+03  -0.879645943E+03
   63   33   0.404517413E+03  -0.610030337E+03  -0.108908545E+04
   63   34   0.824662569E+03  -0.930779505E+03  -0.418879020E+03
   63   35   0.129424334E+04  -0.212268802E+03  -0.418879020E+02
   63   36   0.105427459E+04   0.598098398E+03  -0.502654825E+03
   63   37   0.629484485E+03   0.115059687E+04   0.418879020E+02
   63   38  -0.280261048E+03   0.126470048E+04  -0.209439510E+03
   63   39  -0.391720232E+03   0.746850884E+03  -0.100530965E+04
   63   40   0.433701732E+03   0.397715668E+03  -0.117286126E+04
   64    1  -0.445017900E+03   0.124986257E+04   0.125663706E+03
   64    2  -0.296025838E+03   0.871880719E+03   0.963421747E+03
   64    3   0.615702455E+03   0.621491548E+03   0.100530965E+04
   64    4   0.103178227E+04   0.826644150E+03   0.167551608E+03
   64    5   0.389675354E+03   0.122957216E+04  -0.335103216E+03
   64    6   0.354489846E+03   0.681335874E+03  -0.108908545E+04
   64    7  -0.676948713E+03   0.362797552E+03  -0.108908545E+04
   64    8  -0.107270827E+04   0.716234284E+03  -0.335103216E+03
   64    9  -0.131600769E+04  -0.157355331E+02   0.209439510E+03
   64   10  -0.872123873E+03   0.688564328E+02   0.100530965E+04
   64   11  -0.354489846E+03  -0.681335874E+03   0.108908545E+04
   64   12   0.676948713E+03  -0.362797552E+03   0.108908545E+04
   64   13   0.107270827E+04  -0.716234284E+03   0.335103216E+03
   64   14   0.131422742E+04   0.702149420E+02  -0.209439510E+03
   64   15   0.872123873E+03  -0.688564328E+02  -0.100530965E+04
   64   16   0.296025838E+03  -0.871880719E+03  -0.963421747E+03
   64   17  -0.615702455E+03  -0.621491548E+03  -0.100530965E+04
   64   18  -0.103848443E+04  -0.818208588E+03  -0.167551608E+03
   64   19  -0.377205420E+03  -0.123345476E+04   0.335103216E+03
   64   20   0.443425122E+03  -0.125042854E+04  -0.125663706E+03
   64   21  -0.445017900E+03  -0.124986257E+04  -0.125663706E+03
   64   22  -0.296025838E+03  -0.871880719E+03  -0.963421747E+03
   64   23   0.615702455E+03  -0.621491548E+03  -0.100530965E+04
   64   24   0.103178227E+04  -0.826644150E+03  -0.167551608E+03
   64   25   0.389675354E+03  -0.122957216E+04   0.335103216E+03
   64   26   0.354489846E+03  -0.681335874E+03   0.108908545E+04
   64   27  -0.676948713E+03  -0.362797552E+03   0.108908545E+04
   64   28  -0.107270827E+04  -0.716234284E+03   0.335103216E+03
   64   29  -0.131600769E+04   0.157355331E+02  -0.209439510E+03
   64   30  -0.872123873E+03  -0.688564328E+02  -0.100530965E+04
   64   31  -0.354489846E+03   0.681335874E+03  -0.108908545E+04
   64   32   0.676948713E+03   0.362797552E+03  -0.108908545E+04
   64   33   0.107270827E+04   0.716234284E+03  -0.335103216E+03
   64   34   0.131422742E+04  -0.702149420E+02   0.209439510E+03
   64   35   0.872123873E+03   0.688564328E+02   0.100530965E+04
   64   36   0.296025838E+03   0.871880719E+03   0.963421747E+03
   64   37  -0.615702455E+03   0.621491548E+03   0.100530965E+04
   64   38  -0.103848443E+04   0.818208588E+03   0.167551608E+03
   64   39  -0.377205420E+03   0.123345476E+04  -0.335103216E+03
   64   40   0.443425122E+03   0.125042854E+04   0.125663706E+03
   65    1  -0.125320062E+04  -0.881048830E+02   0.502654825E+03
   65    2  -0.902681811E+03  -0.964430640E+03   0.293215314E+03
   65    3  -0.259472862E+03  -0.109321579E+04   0.753982237E+03
   65    4   0.235814871E+03  -0.298597385E+03   0.129852496E+04
   65    5  -0.669154437E+03   0.322595321E+03   0.113097336E+04
   65    6  -0.309981998E+03   0.110804736E+04   0.712094335E+03
   65    7  -0.637952759E+03   0.118665962E+04  -0.125663706E+03
   65    8  -0.124498105E+04   0.466682804E+03  -0.251327412E+03
   65    9  -0.898091586E+03  -0.117133020E+03  -0.100530965E+04
   65   10  -0.700573180E+03  -0.972290685E+03  -0.628318531E+03
   65   11   0.309981998E+03  -0.110804736E+04  -0.712094335E+03
   65   12   0.637952759E+03  -0.118665962E+04   0.125663706E+03
   65   13   0.125341944E+04  -0.443520421E+03   0.251327412E+03
   65   14   0.899829277E+03   0.102936458E+03   0.100530965E+04
   65   15   0.700573180E+03   0.972290685E+03   0.628318531E+03
   65   16   0.902681811E+03   0.964430640E+03  -0.293215314E+03
   65   17   0.259472862E+03   0.109321579E+04  -0.753982237E+03
   65   18  -0.235814871E+03   0.298597385E+03  -0.129852496E+04
   65   19   0.669154437E+03  -0.322595321E+03  -0.113097336E+04
   65   20   0.124781802E+04   0.145686129E+03  -0.502654825E+03
   65   21  -0.125320062E+04   0.881048830E+02  -0.502654825E+03
   65   22  -0.902681811E+03   0.964430640E+03  -0.293215314E+03
   65   23  -0.259472862E+03   0.109321579E+04  -0.753982237E+03
   65   24   0.235814871E+03   0.298597385E+03  -0.129852496E+04
   65   25  -0.669154437E+03  -0.322595321E+03  -0.113097336E+04
   65   26  -0.309981998E+03  -0.110804736E+04  -0.712094335E+03
   65   27  -0.637952759E+03  -0.118665962E+04   0.125663706E+03
   65   28  -0.124498105E+04  -0.466682804E+03   0.251327412E+03
   65   29  -0.898091586E+03   0.117133020E+03   0.100530965E+04
   65   30  -0.700573180E+03   0.972290685E+03   0.628318531E+03
   65   31   0.309981998E+03   0.110804736E+04   0.712094335E+03
   65   32   0.637952759E+03   0.118665962E+04  -0.125663706E+03
   65   33   0.125341944E+04   0.443520421E+03  -0.251327412E+03
   65   34   0.899829277E+03  -0.102936458E+03  -0.100530965E+04
   65   35   0.700573180E+03  -0.972290685E+03  -0.628318531E+03
   65   36   0.902681811E+03  -0.964430640E+03   0.293215314E+03
   65   37   0.259472862E+03  -0.109321579E+04   0.753982237E+03
   65   38  -0.235814871E+03  -0.298597385E+03   0.129852496E+04
   65   39   0.669154437E+03   0.322595321E+03   0.113097336E+04
   65   40   0.124781802E+04  -0.145686129E+03   0.502654825E+03
   66    1   0.244203969E+03  -0.497944116E+03  -0.125663706E+04
   66    2   0.738611047E+03  -0.998635802E+03  -0.586430629E+03
   66    3   0.104348089E+03  -0.136896950E+04   0.418879020E+02
   66    4  -0.810316536E+03  -0.109637320E+04  -0.167551608E+03
   66    5  -0.804229690E+03  -0.558349146E+03  -0.963421747E+03
   66    6  -0.107848571E+04   0.393827351E+03  -0.753982237E+03
   66    7  -0.331994863E+03   0.100136060E+04  -0.879645943E+03
   66    8   0.463001354E+03   0.443548026E+03  -0.121474916E+04
   66    9   0.114552743E+04   0.527219827E+03  -0.544542727E+03
   66   10   0.131311091E+04  -0.366588087E+03  -0.167551608E+03
   66   11   0.107848571E+04  -0.393827351E+03   0.753982237E+03
   66   12   0.331994863E+03  -0.100136060E+04   0.879645943E+03
   66   13  -0.440470663E+03  -0.465929930E+03   0.121474916E+04
   66   14  -0.114552743E+04  -0.527219827E+03   0.544542727E+03
   66   15  -0.131311091E+04   0.366588087E+03   0.167551608E+03
   66   16  -0.738611047E+03   0.998635802E+03   0.586430629E+03
   66   17  -0.110517521E+03   0.136848526E+04  -0.418879020E+02
   66   18   0.808810904E+03   0.109748440E+04   0.167551608E+03
   66   19   0.767376825E+03   0.608006555E+03   0.963421747E+03
   66   20  -0.171389810E+03   0.527455642E+03   0.125663706E+04
   66   21   0.244203969E+03   0.497944116E+03   0.125663706E+04
   66   22   0.738611047E+03   0.998635802E+03   0.586430629E+03
   66   23   0.104348089E+03   0.136896950E+04  -0.418879020E+02
   66   24  -0.810316536E+03   0.109637320E+04   0.167551608E+03
   66   25  -0.804229690E+03   0.558349146E+03   0.963421747E+03
   66   26  -0.107848571E+04  -0.393827351E+03   0.753982237E+03
   66   27  -0.331994863E+03  -0.100136060E+04   0.879645943E+03
   66   28   0.463001354E+03  -0.443548026E+03   0.121474916E+04
   66   29   0.114552743E+04  -0.527219827E+03   0.544542727E+03
   66   30   0.131311091E+04   0.366588087E+03   0.167551608E+03
   66   31   0.107848571E+04   0.393827351E+03  -0.753982237E+03
   66   32   0.331994863E+03   0.100136060E+04  -0.879645943E+03
   66   33  -0.440470663E+03   0.465929930E+03  -0.121474916E+04
   66   34  -0.114552743E+04   0.527219827E+03  -0.544542727E+03
   66   35  -0.131311091E+04  -0.366588087E+03  -0.167551608E+03
   66   36  -0.738611047E+03  -0.998635802E+03  -0.586430629E+03
   66   37  -0.110517521E+03  -0.136848526E+04   0.418879020E+02
   66   38   0.808810904E+03  -0.109748440E+04  -0.167551608E+03
   66   39   0.767376825E+03  -0.608006555E+03  -0.963421747E+03
   66   40  -0.171389810E+03  -0.527455642E+03  -0.125663706E+04
   67    1   0.132191934E+04  -0.434572319E+03   0.837758041E+02
   67    2   0.127226445E+04   0.427274035E+03  -0.376991118E+03
   67    3   0.835350580E+03   0.110338484E+04   0.167551608E+03
   67    4   0.634686270E+03   0.666252847E+03   0.104719755E+04
   67    5   0.923777975E+03  -0.281654024E+03   0.100530965E+04
   67    6   0.122843790E+03  -0.861478094E+03   0.108908545E+04
   67    7   0.122645741E+03  -0.137274737E+04   0.209439510E+03
   67    8   0.766055239E+03  -0.111544047E+04  -0.335103216E+03
   67    9   0.460758053E+03  -0.672267442E+03  -0.113097336E+04
   67   10   0.690654514E+03   0.301222578E+03  -0.117286126E+04
   67   11  -0.122843790E+03   0.861478094E+03  -0.108908545E+04
   67   12  -0.122645741E+03   0.137274737E+04  -0.209439510E+03
   67   13  -0.766055239E+03   0.111544047E+04   0.335103216E+03
   67   14  -0.460758053E+03   0.672267442E+03   0.113097336E+04
   67   15  -0.690654514E+03  -0.301222578E+03   0.117286126E+04
   67   16  -0.127507050E+04  -0.418825904E+03   0.376991118E+03
   67   17  -0.840884608E+03  -0.109917322E+04  -0.167551608E+03
   67   18  -0.634686270E+03  -0.666252847E+03  -0.104719755E+04
   67   19  -0.923777975E+03   0.281654024E+03  -0.100530965E+04
   67   20  -0.131886466E+04   0.443756519E+03  -0.837758041E+02
   67   21   0.132191934E+04   0.434572319E+03  -0.837758041E+02
   67   22   0.127226445E+04  -0.427274035E+03   0.376991118E+03
   67   23   0.835350580E+03  -0.110338484E+04  -0.167551608E+03
   67   24   0.634686270E+03  -0.666252847E+03  -0.104719755E+04
   67   25   0.923777975E+03   0.281654024E+03  -0.100530965E+04
   67   26   0.122843790E+03   0.861478094E+03  -0.108908545E+04
   67   27   0.122645741E+03   0.137274737E+04  -0.209439510E+03
   67   28   0.766055239E+03   0.111544047E+04   0.335103216E+03
   67   29   0.460758053E+03   0.672267442E+03   0.113097336E+04
   67   30   0.690654514E+03  -0.301222578E+03   0.117286126E+04
   67   31  -0.122843790E+03  -0.861478094E+03   0.108908545E+04
   67   32  -0.122645741E+03  -0.137274737E+04   0.209439510E+03
   67   33  -0.766055239E+03  -0.111544047E+04  -0.335103216E+03
   67   34  -0.460758053E+03  -0.672267442E+03  -0.113097336E+04
   67   35  -0.690654514E+03   0.301222578E+03  -0.117286126E+04
   67   36  -0.127507050E+04   0.418825904E+03  -0.376991118E+03
   67   37  -0.840884608E+03   0.109917322E+04   0.167551608E+03
   67   38  -0.634686270E+03   0.666252847E+03   0.104719755E+04
   67   39  -0.923777975E+03  -0.281654024E+03   0.100530965E+04
   67   40  -0.131886466E+04  -0.443756519E+03   0.837758041E+02
   68    1  -0.257285193E+03  -0.124089528E+04   0.628318531E+03
   68    2   0.582139349E+03  -0.807011293E+03   0.100530965E+04
   68    3   0.337150630E+03   0.300705408E+03   0.134041287E+04
   68    4  -0.653685210E+03   0.312859497E+03   0.121474916E+04
   68    5  -0.102106673E+04  -0.624287168E+03   0.753982237E+03
   68    6  -0.137220428E+04  -0.332923348E+03  -0.837758041E+02
   68    7  -0.825437614E+03  -0.828277977E+03  -0.795870139E+03
   68    8  -0.136379725E+03  -0.137703533E+04  -0.293215314E+03
   68    9   0.777768461E+03  -0.104849911E+04  -0.544542727E+03
   68   10   0.122892866E+04  -0.668334025E+03   0.209439510E+03
   68   11   0.137220428E+04   0.332923348E+03   0.837758041E+02
   68   12   0.841460702E+03   0.811994796E+03   0.795870139E+03
   68   13   0.136379725E+03   0.137703533E+04   0.293215314E+03
   68   14  -0.777768461E+03   0.104849911E+04   0.544542727E+03
   68   15  -0.122892866E+04   0.668334025E+03  -0.209439510E+03
   68   16  -0.582139349E+03   0.807011293E+03  -0.100530965E+04
   68   17  -0.434122408E+03  -0.125028093E+03  -0.134041287E+04
   68   18   0.677428269E+03  -0.257441955E+03  -0.121474916E+04
   68   19   0.104927536E+04   0.575615272E+03  -0.753982237E+03
   68   20   0.257285193E+03   0.124089528E+04  -0.628318531E+03
   68   21  -0.257285193E+03   0.124089528E+04  -0.628318531E+03
   68   22   0.582139349E+03   0.807011293E+03  -0.100530965E+04
   68   23   0.337150630E+03  -0.300705408E+03  -0.134041287E+04
   68   24  -0.653685210E+03  -0.312859497E+03  -0.121474916E+04
   68   25  -0.102106673E+04   0.624287168E+03  -0.753982237E+03
   68   26  -0.137220428E+04   0.332923348E+03   0.837758041E+02
   68   27  -0.825437614E+03   0.828277977E+03   0.795870139E+03
   68   28  -0.136379725E+03   0.137703533E+04   0.293215314E+03
   68   29   0.777768461E+03   0.104849911E+04   0.544542727E+03
   68   30   0.122892866E+04   0.668334025E+03  -0.209439510E+03
   68   31   0.137220428E+04  -0.332923348E+03  -0.837758041E+02
   68   32   0.841460702E+03  -0.811994796E+03  -0.795870139E+03
   68   33   0.136379725E+03  -0.137703533E+04  -0.293215314E+03
   68   34  -0.777768461E+03  -0.104849911E+04  -0.544542727E+03
   68   35  -0.122892866E+04  -0.668334025E+03   0.209439510E+03
   68   36  -0.582139349E+03  -0.807011293E+03   0.100530965E+04
   68   37  -0.434122408E+03   0.125028093E+03   0.134041287E+04
   68   38   0.677428269E+03   0.257441955E+03   0.121474916E+04
   68   39   0.104927536E+04  -0.575615272E+03   0.753982237E+03
   68   40   0.257285193E+03  -0.124089528E+04   0.628318531E+03
   69    1   0.117926869E+04  -0.187117158E+03   0.795870139E+03
   69    2   0.112578478E+04   0.840077481E+03   0.293215314E+03
   69    3   0.296704079E+03   0.129403890E+04   0.544542727E+03
   69    4  -0.245180210E+03   0.723441708E+03   0.121474916E+04
   69    5   0.356870938E+03  -0.144860216E+03   0.138230077E+04
   69    6  -0.202077670E+03  -0.960020137E+03   0.104719755E+04
   69    7   0.352205530E+03  -0.136816759E+04   0.251327412E+03
   69    8   0.118107405E+04  -0.810643243E+03   0.837758041E+02
   69    9   0.113085027E+04  -0.383229894E+03  -0.795870139E+03
   69   10   0.109928035E+04   0.633642487E+03  -0.670206433E+03
   69   11   0.184917678E+03   0.963472626E+03  -0.104719755E+04
   69   12  -0.352205530E+03   0.136816759E+04  -0.251327412E+03
   69   13  -0.118107405E+04   0.810643243E+03  -0.837758041E+02
   69   14  -0.112373271E+04   0.403623938E+03   0.795870139E+03
   69   15  -0.108648835E+04  -0.655334384E+03   0.670206433E+03
   69   16  -0.112578478E+04  -0.840077481E+03  -0.293215314E+03
   69   17  -0.240453663E+03  -0.130566152E+04  -0.544542727E+03
   69   18   0.245180210E+03  -0.723441708E+03  -0.121474916E+04
   69   19  -0.356870938E+03   0.144860216E+03  -0.138230077E+04
   69   20  -0.119300702E+04   0.492111335E+02  -0.795870139E+03
   69   21   0.117926869E+04   0.187117158E+03  -0.795870139E+03
   69   22   0.112578478E+04  -0.840077481E+03  -0.293215314E+03
   69   23   0.296704079E+03  -0.129403890E+04  -0.544542727E+03
   69   24  -0.245180210E+03  -0.723441708E+03  -0.121474916E+04
   69   25   0.356870938E+03   0.144860216E+03  -0.138230077E+04
   69   26  -0.202077670E+03   0.960020137E+03  -0.104719755E+04
   69   27   0.352205530E+03   0.136816759E+04  -0.251327412E+03
   69   28   0.118107405E+04   0.810643243E+03  -0.837758041E+02
   69   29   0.113085027E+04   0.383229894E+03   0.795870139E+03
   69   30   0.109928035E+04  -0.633642487E+03   0.670206433E+03
   69   31   0.184917678E+03  -0.963472626E+03   0.104719755E+04
   69   32  -0.352205530E+03  -0.136816759E+04   0.251327412E+03
   69   33  -0.118107405E+04  -0.810643243E+03   0.837758041E+02
   69   34  -0.112373271E+04  -0.403623938E+03  -0.795870139E+03
   69   35  -0.108648835E+04   0.655334384E+03  -0.670206433E+03
   69   36  -0.112578478E+04   0.840077481E+03   0.293215314E+03
   69   37  -0.240453663E+03   0.130566152E+04   0.544542727E+03
   69   38   0.245180210E+03   0.723441708E+03   0.121474916E+04
   69   39  -0.356870938E+03  -0.144860216E+03   0.138230077E+04
   69   40  -0.119300702E+04  -0.492111335E+02   0.795870139E+03
   70    1   0.639147837E+02  -0.913807343E+03   0.113097336E+04
   70    2   0.103433121E+04  -0.524034024E+03   0.879645943E+03
   70    3   0.950222708E+03   0.535840493E+03   0.963421747E+03
   70    4  -0.230300962E+03   0.767838288E+03   0.121474916E+04
   70    5  -0.648196151E+03  -0.109107100E+03   0.129852496E+04
   70    6  -0.132795115E+04  -0.104281069E+03   0.586430629E+03
   70    7  -0.114352668E+04  -0.899345221E+03  -0.418879020E+02
   70    8  -0.290549662E+03  -0.140379668E+04   0.251327412E+03
   70    9   0.429923077E+03  -0.132587187E+04  -0.418879020E+03
   70   10   0.122966415E+04  -0.777432420E+03  -0.418879020E+02
   70   11   0.131623100E+04   0.204608795E+03  -0.586430629E+03
   70   12   0.114352668E+04   0.899345221E+03   0.418879020E+02
   70   13   0.325299794E+03   0.139615338E+04  -0.251327412E+03
   70   14  -0.463114371E+03   0.131464639E+04   0.418879020E+03
   70   15  -0.122966415E+04   0.777432420E+03   0.418879020E+02
   70   16  -0.100345865E+04   0.580967677E+03  -0.879645943E+03
   70   17  -0.950222708E+03  -0.535840493E+03  -0.963421747E+03
   70   18   0.230300962E+03  -0.767838288E+03  -0.121474916E+04
   70   19   0.648196151E+03   0.109107100E+03  -0.129852496E+04
   70   20  -0.124586002E+03   0.907528120E+03  -0.113097336E+04
   70   21   0.639147837E+02   0.913807343E+03  -0.113097336E+04
   70   22   0.103433121E+04   0.524034024E+03  -0.879645943E+03
   70   23   0.950222708E+03  -0.535840493E+03  -0.963421747E+03
   70   24  -0.230300962E+03  -0.767838288E+03  -0.121474916E+04
   70   25  -0.648196151E+03   0.109107100E+03  -0.129852496E+04
   70   26  -0.132795115E+04   0.104281069E+03  -0.586430629E+03
   70   27  -0.114352668E+04   0.899345221E+03   0.418879020E+02
   70   28  -0.290549662E+03   0.140379668E+04  -0.251327412E+03
   70   29   0.429923077E+03   0.132587187E+04   0.418879020E+03
   70   30   0.122966415E+04   0.777432420E+03   0.418879020E+02
   70   31   0.131623100E+04  -0.204608795E+03   0.586430629E+03
   70   32   0.114352668E+04  -0.899345221E+03  -0.418879020E+02
   70   33   0.325299794E+03  -0.139615338E+04   0.251327412E+03
   70   34  -0.463114371E+03  -0.131464639E+04  -0.418879020E+03
   70   35  -0.122966415E+04  -0.777432420E+03  -0.418879020E+02
   70   36  -0.100345865E+04  -0.580967677E+03   0.879645943E+03
   70   37  -0.950222708E+03   0.535840493E+03   0.963421747E+03
   70   38   0.230300962E+03   0.767838288E+03   0.121474916E+04
   70   39   0.648196151E+03  -0.109107100E+03   0.129852496E+04
   70   40  -0.124586002E+03  -0.907528120E+03   0.113097336E+04
   71    1  -0.368361129E+03  -0.112638041E+04  -0.879645943E+03
   71    2  -0.752203636E+03  -0.126910788E+04   0.418879020E+02
   71    3  -0.139539773E+04  -0.450545627E+03   0.167551608E+03
   71    4  -0.132347160E+04   0.287613906E+03  -0.586430629E+03
   71    5  -0.666394975E+03  -0.218975767E+03  -0.129852496E+04
   71    6   0.274919083E+03   0.438022620E+03  -0.138230077E+04
   71    7   0.103352144E+04  -0.115803500E+03  -0.104719755E+04
   71    8   0.745908541E+03  -0.105581335E+04  -0.712094335E+03
   71    9   0.925107613E+03  -0.112214534E+04   0.251327412E+03
   71   10  -0.776628869E+00  -0.126874344E+04   0.753982237E+03
   71   11  -0.174640572E+03  -0.486769954E+03   0.138230077E+04
   71   12  -0.103352144E+04   0.115803500E+03   0.104719755E+04
   71   13  -0.745908541E+03   0.105581335E+04   0.712094335E+03
   71   14  -0.935070026E+03   0.111385740E+04  -0.251327412E+03
   71   15   0.776628869E+00   0.126874344E+04  -0.753982237E+03
   71   16   0.752203636E+03   0.126910788E+04  -0.418879020E+02
   71   17   0.139539773E+04   0.450545627E+03  -0.167551608E+03
   71   18   0.133970592E+04  -0.198713070E+03   0.586430629E+03
   71   19   0.643789809E+03   0.278509122E+03   0.129852496E+04
   71   20   0.290726793E+03   0.114886930E+04   0.879645943E+03
   71   21  -0.368361129E+03   0.112638041E+04   0.879645943E+03
   71   22  -0.752203636E+03   0.126910788E+04  -0.418879020E+02
   71   23  -0.139539773E+04   0.450545627E+03  -0.167551608E+03
   71   24  -0.132347160E+04  -0.287613906E+03   0.586430629E+03
   71   25  -0.666394975E+03   0.218975767E+03   0.129852496E+04
   71   26   0.274919083E+03  -0.438022620E+03   0.138230077E+04
   71   27   0.103352144E+04   0.115803500E+03   0.104719755E+04
   71   28   0.745908541E+03   0.105581335E+04   0.712094335E+03
   71   29   0.925107613E+03   0.112214534E+04  -0.251327412E+03
   71   30  -0.776628869E+00   0.126874344E+04  -0.753982237E+03
   71   31  -0.174640572E+03   0.486769954E+03  -0.138230077E+04
   71   32  -0.103352144E+04  -0.115803500E+03  -0.104719755E+04
   71   33  -0.745908541E+03  -0.105581335E+04  -0.712094335E+03
   71   34  -0.935070026E+03  -0.111385740E+04   0.251327412E+03
   71   35   0.776628869E+00  -0.126874344E+04   0.753982237E+03
   71   36   0.752203636E+03  -0.126910788E+04   0.418879020E+02
   71   37   0.139539773E+04  -0.450545627E+03   0.167551608E+03
   71   38   0.133970592E+04   0.198713070E+03  -0.586430629E+03
   71   39   0.643789809E+03  -0.278509122E+03  -0.129852496E+04
   71   40   0.290726793E+03  -0.114886930E+04  -0.879645943E+03
   72    1   0.142312036E+04  -0.318498280E+03   0.335103216E+03
   72    2   0.133261753E+04  -0.118155501E+03  -0.670206433E+03
   72    3   0.918239180E+03   0.873174901E+03  -0.795870139E+03
   72    4   0.769037157E+03   0.127260174E+04   0.167551608E+03
   72    5   0.107885707E+04   0.548905553E+03   0.879645943E+03
   72    6   0.381318706E+03   0.255518211E+03   0.142418867E+04
   72    7   0.226793384E+03  -0.780022394E+03   0.125663706E+04
   72    8   0.779340231E+03  -0.113478403E+04   0.586430629E+03
   72    9   0.277477009E+03  -0.144084634E+04  -0.293215314E+03
   72   10   0.614438308E+03  -0.821806132E+03  -0.108908545E+04
   72   11  -0.223822247E+03  -0.400745696E+03  -0.142418867E+04
   72   12  -0.226793384E+03   0.780022394E+03  -0.125663706E+04
   72   13  -0.775056202E+03   0.113771432E+04  -0.586430629E+03
   72   14  -0.277477009E+03   0.144084634E+04   0.293215314E+03
   72   15  -0.614438308E+03   0.821806132E+03   0.108908545E+04
   72   16  -0.132027111E+04   0.216135158E+03   0.670206433E+03
   72   17  -0.918239180E+03  -0.873174901E+03   0.795870139E+03
   72   18  -0.769037157E+03  -0.127260174E+04  -0.167551608E+03
   72   19  -0.107885707E+04  -0.548905553E+03  -0.879645943E+03
   72   20  -0.142312036E+04   0.318498280E+03  -0.335103216E+03
   72   21   0.142312036E+04   0.318498280E+03  -0.335103216E+03
   72   22   0.133261753E+04   0.118155501E+03   0.670206433E+03
   72   23   0.918239180E+03  -0.873174901E+03   0.795870139E+03
   72   24   0.769037157E+03  -0.127260174E+04  -0.167551608E+03
   72   25   0.107885707E+04  -0.548905553E+03  -0.879645943E+03
   72   26   0.381318706E+03  -0.255518211E+03  -0.142418867E+04
   72   27   0.226793384E+03   0.780022394E+03  -0.125663706E+04
   72   28   0.779340231E+03   0.113478403E+04  -0.586430629E+03
   72   29   0.277477009E+03   0.144084634E+04   0.293215314E+03
   72   30   0.614438308E+03   0.821806132E+03   0.108908545E+04
   72   31  -0.223822247E+03   0.400745696E+03   0.142418867E+04
   72   32  -0.226793384E+03  -0.780022394E+03   0.125663706E+04
   72   33  -0.775056202E+03  -0.113771432E+04   0.586430629E+03
   72   34  -0.277477009E+03  -0.144084634E+04  -0.293215314E+03
   72   35  -0.614438308E+03  -0.821806132E+03  -0.108908545E+04
   72   36  -0.132027111E+04  -0.216135158E+03  -0.670206433E+03
   72   37  -0.918239180E+03   0.873174901E+03  -0.795870139E+03
   72   38  -0.769037157E+03   0.127260174E+04   0.167551608E+03
   72   39  -0.107885707E+04   0.548905553E+03   0.879645943E+03
   72   40  -0.142312036E+04  -0.318498280E+03   0.335103216E+03
   73    1   0.128954574E+04   0.780800471E+03   0.167551608E+03
   73    2   0.132053754E+04  -0.223054685E+03   0.712094335E+03
   73    3   0.117137183E+04  -0.962696508E+03   0.418879020E+02
   73    4   0.104888877E+04  -0.592670946E+03  -0.921533845E+03
   73    5   0.112165753E+04   0.583692544E+03  -0.837758041E+03
   73    6   0.169668059E+03   0.996375008E+03  -0.113097336E+04
   73    7  -0.288223070E+03   0.146779192E+04  -0.251327412E+03
   73    8   0.441316828E+03   0.136133343E+04   0.502654825E+03
   73    9  -0.144953280E+03   0.770371730E+03   0.129852496E+04
   73   10   0.491462614E+03  -0.175505751E+03   0.142418867E+04
